cityName,comment,confirmedCount,confirmedCountRank,confirmedIncr,continents,countryFullName,countryShortCode,countryType,createTime,curedCount,curedIncr,currentConfirmedCount,currentConfirmedIncr,deadCount,deadCountRank,deadIncr,deadRate,deadRateRank,id,incrVo,locationId,modifyTime,operator,provinceId,provinceName,provinceShortName,showRank,sort,statisticsData,suspectedCount,tags
,,51224,36.0,810,欧洲,Ukraine,UKR,2,2020-07-10 00:09:29,23784,2408,26113,-1618,1327,36.0,20,2.59,83.0,4370397.0,"{'currentConfirmedIncr': -1618, 'confirmedIncr': 810, 'curedIncr': 2408, 'deadIncr': 20}",964007,2020-07-10 00:09:29,yehao,10,乌克兰,,True,0.0,https://file1.dxycdn.com/2020/0315/280/3402160525692954803-135.json,0,
,,250458,10.0,2079,亚洲,Iran (Islamic Republic of),IRN,2,2020-07-10 00:09:29,212176,2713,25977,-855,12305,9.0,221,4.91,38.0,4370297.0,"{'currentConfirmedIncr': -855, 'confirmedIncr': 2079, 'curedIncr': 2713, 'deadIncr': 221}",955007,2020-07-10 00:09:29,yehao,10,伊朗,,True,0.0,https://file1.dxycdn.com/2020/0315/596/3402160510660568739-135.json,0,
,,303083,6.0,0,南美洲,Chile,CHL,2,2020-07-10 00:09:29,271703,0,24807,0,6573,15.0,0,2.16,96.0,4370413.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",973004,2020-07-10 00:09:29,yehao,10,智利,,True,0.0,https://file1.dxycdn.com/2020/0315/808/3402160527840261646-135.json,0,
,,39334,41.0,0,北美洲,Panama,PAN,2,2020-07-10 00:09:29,15370,0,23194,0,770,43.0,0,1.95,102.0,4370569.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",972007,2020-07-10 00:09:29,yehao,10,巴拿马,,True,0.0,https://file1.dxycdn.com/2020/0315/692/3402160525692954763-135.json,0,
,,24665,53.0,0,北美洲,Honduras,HND,2,2020-07-10 00:09:29,1767,0,22242,0,656,46.0,0,2.65,81.0,4370652.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",972005,2020-07-10 00:09:29,yehao,10,洪都拉斯,,True,0.0,https://file1.dxycdn.com/2020/0315/610/3402160540725341073-135.json,0,
,,38430,42.0,0,北美洲,Dominican Republic,DOM,2,2020-07-10 00:09:29,16666,0,20943,0,821,42.0,0,2.13,98.0,4370369.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",974006,2020-07-10 00:09:29,yehao,10,多米尼加,,True,0.0,https://file1.dxycdn.com/2020/0315/651/3402160506365601251-135.json,0,
,,24787,52.0,0,北美洲,Guatemala,GTM,2,2020-07-10 00:09:29,3123,0,20660,0,1004,38.0,0,4.05,54.0,4370749.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",972004,2020-07-10 00:09:29,yehao,10,危地马拉,,True,0.0,https://file1.dxycdn.com/2020/0317/045/3402535547204640218-135.json,0,
,,64003,28.0,0,欧洲,Belarus,BLR,2,2020-07-10 00:09:29,44126,0,19441,0,436,52.0,0,0.68,153.0,4370321.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",964001,2020-07-10 00:09:29,yehao,10,白俄罗斯,,True,0.0,https://file1.dxycdn.com/2020/0315/436/3402160510660391933-135.json,0,
,,51725,35.0,1518,亚洲,Oman,OMN,2,2020-07-10 00:09:29,33021,1016,18468,499,236,68.0,3,0.45,164.0,4370304.0,"{'currentConfirmedIncr': 499, 'confirmedIncr': 1518, 'curedIncr': 1016, 'deadIncr': 3}",955013,2020-07-10 00:09:29,yehao,10,阿曼,,True,0.0,https://file1.dxycdn.com/2020/0315/945/3402160506365601313-135.json,0,
,,53021,32.0,1962,亚洲,Kazakhstan,KAZ,2,2020-07-10 00:09:29,35137,18209,17620,-16247,264,64.0,0,0.49,162.0,4370748.0,"{'currentConfirmedIncr': -16247, 'confirmedIncr': 1962, 'curedIncr': 18209, 'deadIncr': 0}",954001,2020-07-10 00:09:29,yehao,10,哈萨克斯坦,,True,0.0,https://file1.dxycdn.com/2020/0316/156/3402290551532568675-135.json,0,
,,45277,39.0,861,欧洲,Portugal,PRT,2,2020-07-10 00:09:29,26083,0,17550,846,1644,33.0,15,3.63,61.0,4370401.0,"{'currentConfirmedIncr': 846, 'confirmedIncr': 861, 'curedIncr': 0, 'deadIncr': 15}",965010,2020-07-10 00:09:29,yehao,10,葡萄牙,,True,0.0,https://file1.dxycdn.com/2020/0315/256/3402160527840261777-135.json,0,
,,30249,49.0,0,非洲,Nigeria,NGA,2,2020-07-10 00:09:29,12373,0,17192,0,684,45.0,0,2.26,92.0,4370318.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",982013,2020-07-10 00:09:29,yehao,10,尼日利亚,,True,0.0,https://file1.dxycdn.com/2020/0315/705/3402160532135406075-135.json,0,
,,208938,15.0,0,亚洲,Turkey,TUR,2,2020-07-10 00:09:29,187511,0,16145,0,5282,18.0,0,2.52,87.0,4370645.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",955018,2020-07-10 00:09:29,yehao,10,土耳其,,True,0.0,https://file1.dxycdn.com/2020/0315/952/3402160538577680436-135.json,0,
,,33557,45.0,1335,亚洲,Israel,ISR,2,2020-07-10 00:09:29,18338,111,14875,1222,344,59.0,2,1.02,140.0,4370298.0,"{'currentConfirmedIncr': 1222, 'confirmedIncr': 1335, 'curedIncr': 111, 'deadIncr': 2}",955009,2020-07-10 00:09:29,yehao,10,以色列,,True,0.0,https://file1.dxycdn.com/2020/0315/982/3402160514955536220-135.json,0,
,,242149,11.0,0,欧洲,Italy,ITA,2,2020-07-10 00:09:29,193640,0,13595,0,34914,4.0,0,14.41,5.0,4370267.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",965008,2020-07-10 00:09:29,yehao,10,意大利,,True,0.0,https://file1.dxycdn.com/2020/0315/993/3402160517102843054-135.json,0,
,,33594,44.0,0,亚洲,Afghanistan,AFG,2,2020-07-10 00:09:29,20700,0,11957,0,937,41.0,0,2.78,75.0,4370303.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",955001,2020-07-10 00:09:29,yehao,10,阿富汗,,True,0.0,https://file1.dxycdn.com/2020/0315/904/3402160536430373521-135.json,0,
,,30346,48.0,526,亚洲,Armenia,ARM,2,2020-07-10 00:09:29,18000,573,11811,-61,535,51.0,14,1.76,118.0,4370367.0,"{'currentConfirmedIncr': -61, 'confirmedIncr': 526, 'curedIncr': 573, 'deadIncr': 14}",955002,2020-07-10 00:09:29,yehao,10,亚美尼亚,,True,0.0,https://file1.dxycdn.com/2020/0315/583/3402160508513085016-135.json,0,
,,36951,43.0,262,欧洲,Poland,POL,2,2020-07-10 00:09:29,25477,599,9923,-346,1551,34.0,9,4.19,49.0,4370493.0,"{'currentConfirmedIncr': -346, 'confirmedIncr': 262, 'curedIncr': 599, 'deadIncr': 9}",963006,2020-07-10 00:09:29,yehao,10,波兰,,True,0.0,https://file1.dxycdn.com/2020/0315/811/3402160506365424422-135.json,0,
,,52840,33.0,833,亚洲,Kuwait,KWT,2,2020-07-10 00:09:29,42686,578,9772,252,382,54.0,3,0.72,152.0,4370301.0,"{'currentConfirmedIncr': 252, 'confirmedIncr': 833, 'curedIncr': 578, 'deadIncr': 3}",955011,2020-07-10 00:09:29,yehao,10,科威特,,True,0.0,https://file1.dxycdn.com/2020/0315/529/3402160514955359370-135.json,0,
,,53577,31.0,532,亚洲,United Arab Emirates,ARE,2,2020-07-10 00:09:29,43570,1288,9679,-757,328,61.0,1,0.61,155.0,4370264.0,"{'currentConfirmedIncr': -757, 'confirmedIncr': 532, 'curedIncr': 1288, 'deadIncr': 1}",955019,2020-07-10 00:09:29,yehao,10,阿联酋,,True,0.0,https://file1.dxycdn.com/2020/0315/584/3402160508513084973-135.json,0,
,,16531,61.0,108,亚洲,Nepal,NPL,2,2020-07-10 00:09:29,7891,139,8604,-32,36,116.0,1,0.21,172.0,4370257.0,"{'currentConfirmedIncr': -32, 'confirmedIncr': 108, 'curedIncr': 139, 'deadIncr': 1}",953005,2020-07-10 00:09:29,yehao,10,尼泊尔,,True,0.0,https://file1.dxycdn.com/2020/0315/813/3402160536430196712-135.json,0,
,,8714,74.0,0,北美洲,Puerto Rico,PRI,2,2020-07-10 00:09:30,0,0,8557,0,157,74.0,0,1.80,114.0,4370770.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",0,2020-07-10 00:09:30,yehao,10,波多黎各,,True,0.0,https://file1.dxycdn.com/2020/0317/609/3402535581564582783-135.json,0,
,,21374,55.0,0,亚洲,Azerbaijan,AZE,2,2020-07-10 00:09:29,12635,0,8474,0,265,63.0,0,1.23,136.0,4370322.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",955003,2020-07-10 00:09:29,yehao,10,阿塞拜疆,,True,0.0,https://file1.dxycdn.com/2020/0315/304/3402160506365424432-135.json,0,
,,18141,59.0,0,欧洲,Republic of Moldova,MDA,2,2020-07-10 00:09:29,9081,0,8456,0,604,49.0,0,3.32,68.0,4370524.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",964005,2020-07-10 00:09:29,yehao,10,摩尔多瓦,,True,0.0,https://file1.dxycdn.com/2020/0315/234/3402160527840438516-135.json,0,
,,30175,50.0,0,欧洲,Romania,ROU,2,2020-07-10 00:09:29,20799,0,7559,0,1817,29.0,0,6.02,24.0,4370312.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",965011,2020-07-10 00:09:29,yehao,10,罗马尼亚,,True,0.0,https://file1.dxycdn.com/2020/0315/131/3402160534282712963-135.json,0,
,,197783,16.0,442,欧洲,Germany,DEU,2,2020-07-10 00:09:29,182200,0,6535,430,9048,13.0,12,4.57,43.0,4370261.0,"{'currentConfirmedIncr': 430, 'confirmedIncr': 442, 'curedIncr': 0, 'deadIncr': 12}",963003,2020-07-10 00:09:29,yehao,10,德国,,True,0.0,https://file1.dxycdn.com/2020/0315/631/3402160538577680475-135.json,0,
,,20962,56.0,0,欧洲,Serbia,SRB,2,2020-07-10 00:09:29,14338,0,6201,0,423,53.0,0,2.01,101.0,4370512.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",965013,2020-07-10 00:09:29,yehao,10,塞尔维亚,,True,0.0,https://file1.dxycdn.com/2020/0315/316/3402160534282712994-135.json,0,
,,8975,70.0,447,非洲,Kenya,KEN,2,2020-07-10 00:09:29,2657,64,6145,379,173,73.0,4,1.92,104.0,4370739.0,"{'currentConfirmedIncr': 379, 'confirmedIncr': 447, 'curedIncr': 64, 'deadIncr': 4}",985005,2020-07-10 00:09:29,yehao,10,肯尼亚,,True,0.0,https://file1.dxycdn.com/2020/0317/555/3402535553647091609-135.json,0,
,,11504,67.0,0,非洲,Cote d Ivoire,CIV,2,2020-07-10 00:09:29,5571,0,5855,0,78,94.0,0,0.67,154.0,4370649.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",982004,2020-07-10 00:09:29,yehao,10,科特迪瓦,,True,0.0,https://file1.dxycdn.com/2020/0315/055/3402160534282712929-135.json,0,
,,7411,79.0,0,南美洲,Venezuela,VEN,2,2020-07-10 00:09:29,1649,0,5694,0,68,97.0,0,0.91,145.0,4370751.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",0,2020-07-10 00:09:29,yehao,10,委内瑞拉,,True,0.0,https://file1.dxycdn.com/2020/0315/824/3402176468611248153-135.json,0,
,,8847,73.0,361,亚洲,Kyrgyzstan,KGZ,2,2020-07-10 00:09:30,3053,70,5678,287,116,82.0,4,1.31,132.0,4370810.0,"{'currentConfirmedIncr': 287, 'confirmedIncr': 361, 'curedIncr': 70, 'deadIncr': 4}",954002,2020-07-10 00:09:30,yehao,10,吉尔吉斯斯坦,,True,0.0,https://file1.dxycdn.com/2020/0320/298/3403052105069099781-135.json,0,
,,6371,83.0,0,北美洲,The Republic of Haiti,HTI,2,2020-07-10 00:09:30,706,0,5552,0,113,84.0,0,1.77,116.0,4370850.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",974008,2020-07-10 00:09:30,yehao,10,海地,,True,0.0,https://file1.dxycdn.com/2020/0323/904/3403608737125411135-135.json,0,
,,5178,90.0,0,南美洲,French Guiana,GUF,2,2020-07-10 00:09:29,0,0,5157,0,21,134.0,0,0.40,168.0,4370740.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",0,2020-07-10 00:09:29,yehao,10,法属圭亚那,,True,0.0,https://file1.dxycdn.com/2020/0315/094/3402160504218117592-135.json,0,
,,22822,54.0,0,非洲,Ghana,GHA,2,2020-07-10 00:09:29,17564,0,5129,0,129,78.0,0,0.56,156.0,4370737.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",982006,2020-07-10 00:09:29,yehao,10,加纳,,True,0.0,https://file1.dxycdn.com/2020/0315/872/3402176468611675385-135.json,0,
,,45423,38.0,125,亚洲,Singapore,SGP,2,2020-07-10 00:09:29,40441,0,4956,125,26,125.0,0,0.05,174.0,4370250.0,"{'currentConfirmedIncr': 125, 'confirmedIncr': 125, 'curedIncr': 0, 'deadIncr': 0}",952009,2020-07-10 00:09:29,yehao,3,新加坡,,True,0.0,https://file1.dxycdn.com/2020/0315/901/3402160525692777969-135.json,0,
,,30931,47.0,610,亚洲,Bahrain,BHR,2,2020-07-10 00:09:29,26073,494,4758,114,100,88.0,2,0.32,169.0,4370302.0,"{'currentConfirmedIncr': 114, 'confirmedIncr': 610, 'curedIncr': 494, 'deadIncr': 2}",955004,2020-07-10 00:09:29,yehao,10,巴林,,True,0.0,https://file1.dxycdn.com/2020/0315/852/3402160536430196734-135.json,0,
,,102110,21.0,557,亚洲,Qatar,QAT,2,2020-07-10 00:09:29,97272,1165,4696,-612,142,76.0,4,0.13,173.0,4370362.0,"{'currentConfirmedIncr': -612, 'confirmedIncr': 557, 'curedIncr': 1165, 'deadIncr': 4}",955015,2020-07-10 00:09:29,yehao,10,卡塔尔,,True,0.0,https://file1.dxycdn.com/2020/0315/741/3402160510660391882-135.json,0,
,,5092,91.0,0,亚洲,occupied Palestinian territory,PSE,2,2020-07-10 00:09:29,494,0,4576,0,22,132.0,0,0.43,165.0,4370508.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",955014,2020-07-10 00:09:29,yehao,10,巴勒斯坦,,True,0.0,https://file1.dxycdn.com/2020/0315/967/3402160532135229211-135.json,0,
,,12685,66.0,0,欧洲,Czechia,CZE,2,2020-07-10 00:09:29,7910,0,4424,0,351,57.0,0,2.76,76.0,4370368.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",963002,2020-07-10 00:09:29,yehao,10,捷克,,True,0.0,https://file1.dxycdn.com/2020/0315/497/3402160532135229255-135.json,0,
,,10084,69.0,0,非洲,Sudan,SDN,2,2020-07-10 00:09:29,5074,0,4374,0,636,47.0,0,6.30,20.0,4370750.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",981005,2020-07-10 00:09:29,yehao,10,苏丹,,True,0.0,https://file1.dxycdn.com/2020/0315/234/3402176442841870487-135.json,0,
,,6774,82.0,0,非洲,Ethiopia,ETH,2,2020-07-10 00:09:29,2430,0,4224,0,120,80.0,0,1.77,116.0,4370747.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",985004,2020-07-10 00:09:29,yehao,10,埃塞俄比亚,,True,0.0,https://file1.dxycdn.com/2020/0315/406/3402176464316707884-135.json,0,
,,11259,68.0,421,亚洲,Uzbekstan,UZB,2,2020-07-10 00:09:30,7060,249,4152,166,47,108.0,6,0.41,167.0,4370769.0,"{'currentConfirmedIncr': 166, 'confirmedIncr': 421, 'curedIncr': 249, 'deadIncr': 6}",954005,2020-07-10 00:09:30,yehao,10,乌兹别克斯坦,,True,0.0,https://file1.dxycdn.com/2020/0317/423/3402535555794575352-135.json,0,
,,7845,77.0,109,非洲,Democratic Republic of the Congo,COD,2,2020-07-10 00:09:29,3513,21,4143,83,189,72.0,5,2.40,88.0,4370646.0,"{'currentConfirmedIncr': 83, 'confirmedIncr': 109, 'curedIncr': 21, 'deadIncr': 5}",0,2020-07-10 00:09:29,yehao,10,刚果（金）,,True,0.0,https://file1.dxycdn.com/2020/0315/118/3402160512808052491-135.json,0,
,,17348,60.0,0,非洲,Algeria,DZA,2,2020-07-10 00:09:29,12329,0,4041,0,978,40.0,0,5.63,28.0,4370307.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",981001,2020-07-10 00:09:29,yehao,10,阿尔及利亚,,True,0.0,https://file1.dxycdn.com/2020/0315/112/3402160514955536226-135.json,0,
,,5241,89.0,0,北美洲,Costa Rica,CRI,2,2020-07-10 00:09:29,1280,0,3938,0,23,130.0,0,0.43,165.0,4370515.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",972002,2020-07-10 00:09:29,yehao,10,哥斯达黎加,,True,0.0,https://file1.dxycdn.com/2020/0315/133/3402160534282889827-135.json,0,
,,8307,76.0,0,北美洲,The Republic of El Salvador,SLV,2,2020-07-10 00:09:30,4268,0,3810,0,229,69.0,0,2.75,77.0,4370814.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",972003,2020-07-10 00:09:30,yehao,10,萨尔瓦多,,True,0.0,https://file1.dxycdn.com/2020/0320/757/3403052105068803877-135.json,0,
,,7406,80.0,0,欧洲,North Macedonia,MKD,2,2020-07-10 00:09:29,3554,0,3493,0,359,55.0,0,4.84,39.0,4370316.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",0,2020-07-10 00:09:29,yehao,10,北马其顿,,True,0.0,https://file1.dxycdn.com/2020/0315/506/3402160514955536186-135.json,0,
,,6102,85.0,0,欧洲,Bulgaria,BGR,2,2020-07-10 00:09:29,2475,0,3373,0,254,65.0,0,4.16,50.0,4370523.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",965004,2020-07-10 00:09:29,yehao,10,保加利亚,,True,0.0,https://file1.dxycdn.com/2020/0315/249/3402160532135229245-135.json,0,
,,14949,62.0,178,非洲,Morocco,MAR,2,2020-07-10 00:09:29,11372,56,3335,122,242,67.0,0,1.61,121.0,4370399.0,"{'currentConfirmedIncr': 122, 'confirmedIncr': 178, 'curedIncr': 56, 'deadIncr': 0}",981004,2020-07-10 00:09:29,yehao,10,摩洛哥,,True,0.0,https://file1.dxycdn.com/2020/0315/520/3402160510660391844-135.json,0,
,,5871,86.0,128,非洲,Gabon,GAB,2,2020-07-10 00:09:29,2682,108,3143,20,46,110.0,0,0.78,150.0,4370738.0,"{'currentConfirmedIncr': 20, 'confirmedIncr': 128, 'curedIncr': 108, 'deadIncr': 0}",983004,2020-07-10 00:09:29,yehao,10,加蓬,,True,0.0,https://file1.dxycdn.com/2020/0317/439/3402535590154517967-135.json,0,
,,14916,63.0,0,非洲,Cameroon,CMR,2,2020-07-10 00:09:29,11525,1425,3032,-1425,359,55.0,0,2.40,88.0,4370511.0,"{'currentConfirmedIncr': -1425, 'confirmedIncr': 0, 'curedIncr': 1425, 'deadIncr': 0}",983001,2020-07-10 00:09:29,yehao,10,喀麦隆,,True,0.0,https://file1.dxycdn.com/2020/0315/373/3402160506365424402-135.json,0,
,,4109,96.0,0,非洲,Central African Republic,CAF,2,2020-07-10 00:09:29,1050,0,3007,0,52,104.0,0,1.26,135.0,4370767.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",983002,2020-07-10 00:09:29,yehao,10,中非共和国,,True,0.0,https://file1.dxycdn.com/2020/0317/940/3402535592301799575-135.json,0,
,,5087,92.0,0,非洲,Mauritania,MRT,2,2020-07-10 00:09:29,1944,0,3004,0,139,77.0,0,2.73,79.0,4370760.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",982012,2020-07-10 00:09:29,yehao,10,毛里塔尼亚,,True,0.0,https://file1.dxycdn.com/2020/0316/365/3402290519320312697-135.json,0,
,,5856,87.0,0,欧洲,Bosnia and Herzegovina,BIH,2,2020-07-10 00:09:29,2666,0,2984,0,206,70.0,0,3.51,64.0,4370496.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",965003,2020-07-10 00:09:29,yehao,10,波黑,,True,0.0,https://file1.dxycdn.com/2020/0315/908/3402160538577857266-135.json,0,
,,2688,104.0,0,非洲,Mayotte,MYT,2,2020-07-10 00:09:30,0,0,2652,0,36,116.0,0,1.33,129.0,4370773.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",0,2020-07-10 00:09:30,yehao,10,马约特,,True,0.0,https://file1.dxycdn.com/2020/0317/329/3402535551499809905-135.json,0,
,,12888,65.0,0,欧洲,Denmark,DNK,2,2020-07-10 00:09:29,9643,0,2636,0,609,48.0,0,4.72,42.0,4370314.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",962001,2020-07-10 00:09:29,yehao,10,丹麦,,True,0.0,https://file1.dxycdn.com/2020/0315/831/3402160489185731552-135.json,0,
,,20413,57.0,0,亚洲,Japan,JPN,2,2020-07-10 00:09:29,16959,0,2472,0,982,39.0,0,4.81,41.0,4370253.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",951002,2020-07-10 00:09:29,yehao,6,日本,,True,0.0,https://file1.dxycdn.com/2020/0315/220/3402160536430373556-135.json,0,
,,7784,78.0,127,非洲,Senegal,SEN,2,2020-07-10 00:09:29,5169,72,2472,53,143,75.0,2,1.83,110.0,4370398.0,"{'currentConfirmedIncr': 53, 'confirmedIncr': 127, 'curedIncr': 72, 'deadIncr': 2}",982014,2020-07-10 00:09:29,yehao,10,塞内加尔,,True,0.0,https://file1.dxycdn.com/2020/0315/435/3402160508513085044-135.json,0,
,,3071,102.0,0,非洲,Eq.Guinea,GNQ,2,2020-07-10 00:09:29,842,0,2178,0,51,106.0,0,1.66,120.0,4370757.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",0,2020-07-10 00:09:29,yehao,10,赤道几内亚,,True,0.0,https://file1.dxycdn.com/2020/0316/516/3402290519320312671-135.json,0,
,,2182,109.0,0,北美洲,Nicaragua,NIC,2,2020-07-10 00:09:30,0,0,2099,0,83,91.0,0,3.80,58.0,4370813.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",972006,2020-07-10 00:09:30,yehao,10,尼加拉瓜,,True,0.0,https://file1.dxycdn.com/2020/0320/114/3403052105069099819-135.json,0,
,,3015,103.0,0,非洲,Somalia,SOM,2,2020-07-10 00:09:30,829,0,2094,0,92,89.0,0,3.05,69.0,4370789.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",985008,2020-07-10 00:09:30,yehao,10,索马里,,True,0.0,https://file1.dxycdn.com/2020/0318/580/3402666777783217068-135.json,0,
,,3672,97.0,50,欧洲,Greece,GRC,2,2020-07-10 00:09:29,1473,0,2006,50,193,71.0,0,5.25,33.0,4370309.0,"{'currentConfirmedIncr': 50, 'confirmedIncr': 50, 'curedIncr': 0, 'deadIncr': 0}",965007,2020-07-10 00:09:29,yehao,10,希腊,,True,0.0,https://file1.dxycdn.com/2020/0315/800/3402160534282889817-135.json,0,
,,2395,107.0,0,北美洲,Cuba,CUB,2,2020-07-10 00:09:29,525,0,1784,0,86,90.0,0,3.59,62.0,4370650.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",974004,2020-07-10 00:09:29,yehao,10,古巴,,True,0.0,https://file1.dxycdn.com/2020/0315/600/3402160504218117572-135.json,0,
,,3573,98.0,0,非洲,Madagascar,MDG,2,2020-07-10 00:09:30,1761,0,1779,0,33,120.0,0,0.92,144.0,4370843.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",984005,2020-07-10 00:09:30,yehao,10,马达加斯加,,True,0.0,https://file1.dxycdn.com/2020/0321/697/3403237654098718574-135.json,0,
,,3106,101.0,0,欧洲,Albania,ALB,2,2020-07-10 00:09:29,1384,0,1639,0,83,91.0,0,2.67,80.0,4370526.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",965001,2020-07-10 00:09:29,yehao,10,阿尔巴尼亚,,True,0.0,https://file1.dxycdn.com/2020/0315/852/3402160525692954728-135.json,0,
,,32586,46.0,271,欧洲,Switzerland,CHE,2,2020-07-10 00:09:29,29300,0,1600,271,1686,32.0,0,5.17,34.0,4370306.0,"{'currentConfirmedIncr': 271, 'confirmedIncr': 271, 'curedIncr': 0, 'deadIncr': 0}",963008,2020-07-10 00:09:29,yehao,10,瑞士,,True,0.0,https://file1.dxycdn.com/2020/0315/786/3402160525692954837-135.json,0,
,,2106,110.0,0,非洲,South Sudan,SSD,2,2020-07-10 00:09:30,494,0,1572,0,40,115.0,0,1.89,105.0,4370902.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",981007,2020-07-10 00:09:30,yehao,10,南苏丹,,True,0.0,https://file1.dxycdn.com/2020/0406/921/3406206348378627964-135.json,0,
,,1877,115.0,0,非洲,Malawi,MWI,2,2020-07-10 00:09:30,345,0,1508,0,24,128.0,0,1.27,133.0,4370900.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",984006,2020-07-10 00:09:30,yehao,10,马拉维,,True,0.0,https://file1.dxycdn.com/2020/0403/600/3405649720616995345-135.json,0,
,,2502,105.0,0,南美洲,Paraguay,PRY,2,2020-07-10 00:09:29,976,0,1506,0,20,137.0,0,0.79,149.0,4370518.0,"{'currentConfirmedIncr': 0, 'confirmedIncr': 0, 'curedIncr': 0, 'deadIncr': 0}",973009,2020-07-10 00:09:29,yehao,10,巴拉圭,,True,0.0,https://file1.dxycdn.com/2020/0315/004/3402160529987922312-135.json,0,
